id,name,email,admissionsContact,phone,contactPageUrl,notFound
cmrem7tpu001irvmzt3pa1p60,Mechinat Lavi,,,"050-6571118 (Manager, Nitzan Segal)",https://mechinot.org.il/mechina/toraniyot-joint/2025-11-04-11-57-19,FALSE
cmrwivwfz0008fxmzjgl4vmq1,Mechinat Maale Ephraim,,,02-9947888,https://bneidavid.org/%D7%9E%D7%9B%D7%99%D7%A0%D7%AA-%D7%9E%D7%A2%D7%9C%D7%94-%D7%90%D7%A4%D7%A8%D7%99%D7%9D/,FALSE
cmrxhod6m0008bfmztk0m92g6,Mechinat Maamakim,,,,,TRUE
cmrem7jab0010rvmz2kwz0vgl,Mechinat Magen Shaul (Nokdim),mechina@mnokdim.org,Amir (Eighth-graders Coordinator): 052-463-90-68,02-9965150,http://mnokdim.org,FALSE
cmrem7knv0012rvmz7ra5bn7z,Mechinat Maoz (Lod),mechinatmaoz@gmail.com,,08-915-9666,https://mechinatmaoz.wixsite.com/mechina,FALSE
cmrem7lur0014rvmzk5nq2nlv,Mechinat Mashahiyot (Maskyot),maskyot@gmail.com,,04-658-1834,https://maskyot.org/en/,FALSE
cmrem89lb0028rvmz2ixpbecy,Mechinat Meitarim Lachish,,,,,TRUE
cmr9qgrug0010rumzypq1gsa3,Mechinat Meitzar,info@mechinot.org.il,,,https://mechinot.org.il/en/jcm/about,FALSE
cmr9qh1an0014rumzxjqfcggf,Mechinat Melach HaAretz,info@mechinot.org.il,,,https://mechinot.org.il/en/jcm/about,FALSE
cmrem876m0024rvmz804xfaaq,Mechinat Migdalor,contact@mymigdalor.co.il,,054-6299403,https://mymigdalor.com/en/elementor-1799/,FALSE
cmrem8aur002arvmzniyt8lwo,Mechinat Minsharim Kalo,,,,,TRUE
cmr8bo6c3001ahdmz9uoz6g1b,Mechinat Nachshon,,,,,TRUE
cmrem8fu1002irvmz402uska8,Mechinat Nir Oz,gius@bemaaleh.com,Dani Levit (Head of Mechina): danny@bemaaleh.com / 054-2440110,052-8193636,https://mechinot.org.il/mechina/list/general/nir-oz,FALSE
cmrem7541000crvmzsyylfqxg,Mechinat Orot,roikaorot@gmail.com,,054-252-0537,https://www.hakotel.org.il/makdazorot/,FALSE
cmrem7n020016rvmz2o6dcesy,Mechinat Oz Shlomo,info@mechinot.org.il,,08-8600024,https://mechinot.org.il/mechina/toraniyot-joint/oz-shlomo,FALSE
cmr8bo6bf0017hdmza0gvenaq,Mechinat Rabin,,,,,TRUE
cmr9qho82001crumzws5gczx5,Mechinat Rakia,info@mechinot.org.il,,,https://mechinot.org.il/en/jcm/about,FALSE
cmrwivzz6000efxmz651xasct,Mechinat Ruach HaSadeh,ruach.hassade@gmail.com,"Admissions coordinators: Avri Tzarka 055-669-8496, Avishi Levi 052-748-9972",,https://www.ruach-hassade.com/,FALSE
cmrem8df0002ervmz98gdc81m,Mechinat Ruach Nachon,run.harshama@gmail.com,,055-687-0451,https://runm.org/about/,FALSE
cmrkw592t0006otmzqky5wyhe,Mechinat Shahar David (Tel Katzir),Office1@mehina.net,Bini Mdzinski (Head of Mechina): 052-7560355,+972-58-510-6303,https://mehina.net/david-tel-katzir/,FALSE
cmrkw55we0002otmzl54o2txb,Mechinat Shahar Degania,Office1@mehina.net,Yoav Telem (Head of Mechina): 054-6722271,+972-58-510-6303,https://mehina.net/dgania/,FALSE
cmrkw546i0000otmz8g5ge3ys,Mechinat Shahar Elrom,Office1@mehina.net,Ariel Rosenberg (Head of Mechina): 052-8693393,+972-58-510-6303,https://mehina.net/elrom/,FALSE
cmrkw5dxr000cotmz4a1osemd,Mechinat Shahar Haon,Office1@mehina.net,Gill Yael (Head of Mechina): 053-394-7851,+972-58-510-6303,https://mehina.net/haon/,FALSE
cmrkw5ffy000eotmzd7n5d39j,Mechinat Shahar Hukuk,Office1@mehina.net,Adi Esther Katz (Head of Mechina): 050-7944198,+972-58-510-6303,https://mehina.net/hukuk/,FALSE
cmrkw57kw0004otmzp22ds36w,Mechinat Shahar Malkia,Office1@mehina.net,Yonatan Slutsky (Head of Mechina): 053-3393614,+972-58-510-6303,https://mehina.net/malkia/,FALSE
cmrkw5gyd000gotmzqtyvjtln,Mechinat Shahar Mevo Dotan,Office1@mehina.net,Elazar Shnidorfi (Head of Mechina): 053-3393614,+972-58-510-6303,https://mehina.net/mevo-dotan/,FALSE
cmrkw5img000iotmz10t1lea0,Mechinat Shahar Nitzan,Office1@mehina.net,Dor Zamora (Head of Mechina): 052-6768235,+972-58-510-6303,https://mehina.net/nitzan/,FALSE
cmrkw5chi000aotmzbl11dqo9,Mechinat Shahar Rotem,Office1@mehina.net,Talia Ben David (Mechina Director): 053-4898633,+972-58-510-6303,https://mehina.net/rotem/,FALSE
cmrkw5ar30008otmz8i3qsqoh,Mechinat Shahar Tal,Office1@mehina.net,Yaron Karem (Head of Mechina): 053-5808378,+972-58-510-6303,https://mehina.net/tal/,FALSE
cmrem7o490018rvmzme4yuetk,Mechinat Shuvu Achim,,,,,TRUE
cmrem7rix001ervmz1i2nhlgq,Mechinat Tamir,info@tammir.org.il,,04-6964235,https://tammir.org.il/,FALSE
cmr9qi7uu001krumzk47gp02g,Mechinat Tavor,info@mechinot.org.il,,,https://mechinot.org.il/en/jcm/about,FALSE
cmr9qgffw000wrumz3ok3qf8x,Mechinat Telem,info@mechinot.org.il,,,https://mechinot.org.il/en/jcm/about,FALSE
cmrem7pc5001arvmz7ee8i3c7,Mechinat Tzahali,office@tzahali.co.il,,051-512-2811,https://www.tzahali.co.il/,FALSE
cmrem7skb001grvmz0yn9s8zi,Mechinat Uri,,,,,TRUE
cmrem7d5i000qrvmzoh6j6f05,Mechinat Yedidya,office@m-yedidya.org,,02-6277603,https://www.m-yedidya.org/contact,FALSE
cmrem83ui001yrvmz43bwb5tv,Mechinat Yemin Orde,nurit@derechkfar.org.il,,04-6860806,https://mechina-yeminorde.co.il/יצירת-קשר/,FALSE
cmrem8gv9002krvmzi8tcb4yz,Mechinat Yesodot,yesodot@yesodot.org.il,,073-2903529,https://yesodot.org.il/%d7%a6%d7%a8%d7%95-%d7%a7%d7%a9%d7%a8/,FALSE
cmrem84zn0020rvmz9h1ae1pz,Mechinat Yiftach,,,+972-54-673-4224,https://www.mehinatiftach.co.il/,FALSE
cmrem7e70000srvmz3pa06495,Mechinat Yonatan,mechinat.yonatan@gmail.com,,054-7756111,https://mechinat-yonatan.com/contact_us/,FALSE
cmr8qbrzt000jjbmzrmtsl0ux,Medical School for International Health (MSIH),,,,,TRUE
cmrapfume001nbkmzsg4v7p9k,Meorot Yerushalayim,info@gomeorot.com,,+972-58-405-6964,https://gomeorot.com/contact/,FALSE
cmr9qlezv002qrumz2nyhlhuv,Michlalah Jerusalem College – Machal (Overseas Students Program),machal@michlalah.edu,,+972-2-6750-907,https://www.michlalahmachal.com/contact,FALSE
cmrx65ded0004kqmzobn6wigu,Midrasha at Bar-Ilan University,midrasha@biu.ac.il,,03-5318608,https://midrasha.biu.ac.il/en/contact,FALSE
cmrx65awm0000kqmzqhaep49v,Midreshet Adraba,,,0542887724,https://m-adraba.org/en/,FALSE
cmr9qlai0002orumz4wup9x3p,Midreshet AMIT,ilanag@amit.org.il,,011-972-2-645-0435,https://www.midreshetamit.org/contact.asp,FALSE
cmr8bo64e000ahdmzxdzyd2qs,Midreshet Amudim,info@amudimisrael.org,,,https://www.amudimisrael.org/contact-us,FALSE
cmrapg4rw001rbkmzbgf3ep5p,Midreshet B'erot Bat Ayin,info@berotbatayin.org,,+972-58-421-8048,https://www.berotbatayin.org/contact/,FALSE
cmrx65caa0002kqmzeklriali,Midreshet Dorit (Lindenbaum Lod),,,,,TRUE
cmrapfz32001pbkmzxwfpa6ba,Midreshet Ein Hanatziv,,,,,TRUE
cmr8bo675000khdmzlipstyet,Midreshet Eshel,office@midresheteshel.org,,+972-2-966-6621,https://sephardicseminary.org/contact/,FALSE
cmr8bo66g000hhdmzua8g06bh,Midreshet HaRova,,,,,TRUE
cmrem88k60026rvmzf7vhz1xw,Midreshet HaShiluv Natur,midreshet.shiluv@gmail.com,,+972-48414910,https://www.midrasha.info/צור-קשר-3/,FALSE
cmrem72x20008rvmz4a5c73v8,Midreshet Lev,office@midreshetlev.org,,+972-2-563-4357,https://midreshetlev.org/,FALSE
cmrbviqdr00022gmzciodqtvu,Midreshet Lindenbaum,,,02-6710043,https://www.midreshet-lindenbaum.org.il/contact-us,FALSE
cmr8bo62g0003hdmzzsikwaa7,Midreshet Moriah,office@midreshetmoriah.org,midreshetoffice@gmail.com,+972-2-652-7449,https://www.midreshetmoriah.org/contact/?id=404,FALSE
cmrx647su000ifqmz0i7qmlrc,Midreshet Olamot (The Midrasha),,,972-52-762-9764,https://themidrasha.org/,FALSE
cmr8bo64y000chdmz93ufyi9g,Midreshet Rachel v'Chaya,dni@darchenoam.org,,972-2-654-0622,https://darchenoam.org/contact-us-mrc/,FALSE
cmrem7grc000wrvmzbgwknowi,Midreshet Rina (Shlomit),office@otzem.org.il,,052-5910903,https://otzem.org.il/%D7%94%D7%9E%D7%93%D7%A8%D7%A9%D7%94/,FALSE
cmr8bo65a000dhdmzebm1ozfr,Midreshet Tehillah,rjeremykagan@yahoo.com,,+972-2-654-4578,https://midreshettehillah.com/contact/,FALSE
cmrem6zob0002rvmzrwv6po25,Midreshet Torah V'Avodah (MTVA),,,(212) 465-9536,https://www.mtvaisrael.org/contact-us/,FALSE
cmr8bo62v0005hdmzm3o9y5us,Midreshet Torat Chessed,office@mtcstaff.com,,+972-52-436-5031,https://toratchessed.com/contact-us/,FALSE
cmr8bo63c0007hdmzgsw9pcj4,Migdal Oz (SKA Beit Midrash for Women),migdaloz@haretzion.org.il,officemigdaloz@gmail.com,02-9934520,https://skamigdaloz.org/en/contact-us-2/,FALSE
cmr8bgrjd0024vkmznzjlhdjv,Mir Yeshiva (Yeshivas Mir Yerushalayim),,,02-541-0999,https://themir.org/contact/,FALSE
cmr8bo65p000ehdmz21il1is0,MMY (Michlelet Mevaseret Yerushalayim),office@mmy.org.il,,(02) 652-7257,https://mevaseret.org/contact/,FALSE
cmr9qj2jr001urumzi038f5im,MTA (World Bnei Akiva),office@worldbneiakiva.org,,+972 2 620 9012,https://www.worldbneiakiva.org/contact-us,FALSE
cmr9qeshs000arumzsk976tpl,Musrara International Residency Program,,,,,TRUE
cmrtgrdk5000004jsl4q5zvpz,Naale Elite Academy,,,,,TRUE
cmrx641ir0008fqmz1bg8r7fw,Nachlas Bais Yaakov,,,02-581-8550 (Israel) / 516-313-7842 (New Jersey),https://www.nachlas.org/,FALSE
cmr7sl7n4000lw9mzudhbeacz,Nativ College Leadership Program,,,,,TRUE
cmr8qcrmj0013jbmzcd3lw13q,Nativ Track (Aardvark Israel),info@aardvarkisrael.com,,646-844-7784,https://aardvarkisrael.com/nativ/,FALSE
cmre5v813000cfmmz49q5r6pa,NCSY Derech,Bravermanm@ncsy.org,,212-613-8216,https://summer.ncsy.org/contact-us/,FALSE
cmre5v96j000efmmz1sdllsdq,NCSY Euro Israel,weissa@ncsy.org,,212-613-8349,https://summer.ncsy.org/contact-us/,FALSE
cmr8bgrn5002mvkmz3wmtttf5,NCSY GIVE (Girls Israel Volunteer Experience),selteri@ncsy.org,,212-613-8167,https://summer.ncsy.org/contact-us/,FALSE
cmre5v6zm000afmmzf3d36omn,NCSY Hatzalah Rescue,Bravermanm@ncsy.org,,212-613-8216,https://summer.ncsy.org/contact-us/,FALSE
cmre5v4sm0006fmmz94315lzq,NCSY Israel ID,Bravermanm@ncsy.org,,212-613-8216,https://summer.ncsy.org/contact-us/,FALSE
cmre5v5u30008fmmztqfuf3d2,NCSY JOLT Israel,weissa@ncsy.org,,212-613-8349,https://summer.ncsy.org/contact-us/,FALSE
cmr8bgrnj002ovkmzckq546nn,NCSY Kollel,selteri@ncsy.org,,212-613-8167,https://summer.ncsy.org/contact-us/,FALSE
cmre5v1f50000fmmz73m4k9w8,NCSY Kollel Mechina Track,tanzmane@ncsy.org,,212-613-8125,https://summer.ncsy.org/contact-us/,FALSE
cmre5v2le0002fmmznae8t0te,NCSY Michlelet,selteri@ncsy.org,,212-613-8167,https://summer.ncsy.org/contact-us/,FALSE
cmre5v3my0004fmmz55857mvv,NCSY Michlelet Mechina,tanzmane@ncsy.org,,212-613-8125,https://summer.ncsy.org/contact-us/,FALSE
cmrbvwr2e0000fjmzhx3qlt08,NCSY Next Step (Israel Internships),weissa@ncsy.org,,212-613-8349,https://summer.ncsy.org/contact-us/,FALSE
cmrhjlkdh00023hmzxvg44ffa,Nefesh B'Nefesh,info@nbn.org.il,,02-659-5800 (Israel) / 1-866-4-ALIYAH (US & Canada),https://www.nbn.org.il/contact-us/,FALSE
cmrwiwoh00002inmzvaud9deh,Nefesh B'Nefesh-FIDF Lone Soldiers Program,lspen@nbn.org.il,,24/7 Lone Soldier Hotline: *6563,https://www.nbn.org.il/contact-us/,FALSE
cmr8qbhmi000djbmz1figo7mt,Nesiya Kehillah Summer Program,,,,,TRUE
cmr9qjp8t0024rumzfwqqtqrs,Neve Yerushalayim – Machon Devorah,neve@nevey.org,,02-654-4500,https://nevey.org/,FALSE
cmrapflnw001jbkmz450zfenv,Neve Yerushalayim – Mechina Introductory Program,neve@nevey.org,,02-654-4500,https://www.nevey.org/,FALSE
cmr9qjjyt0022rumzwpkxks6f,Neve Yerushalayim – Shalhevet Program,neve@nevey.org,,02-654-4500,https://nevey.org/,FALSE
cmrace2bv0004b1mzpdxp83a2,Neveh Zion,office@nevehzion.org,,+972-2-534-1297,https://www.nevehzion.org/contact/,FALSE
cmracesi0000gb1mzahk6l1y0,New Israel Fund / Shatil Social Justice Fellowship,ny@nif.org,,212.613.4400,https://nif.org/about/contact/,FALSE
cmrx64956000kfqmzrvjwrt1s,Nishmas Bais Yaakov,office@nishmasby.org,,,http://www.nishmasby.org/,FALSE
cmrk7cmh3000ckimzhmjrnaou,Nishmat (Liba Shana Ba'Aretz),misrad@nishmat.net,"Tzipora Templeman, Administrative Coordinator: office@nishmat.net, +972-2-640-4341",972-2-6404333,https://nishmat.net/liba-shana-baaretz-program/,FALSE
cmr8bo63o0008hdmzpllsjq2y,Nishmat - Alisa Flatow Program,misrad@nishmat.net,,972-2-6404333,https://nishmat.net/,FALSE
cmrx64r7v0000icmz75002qcf,Nishmat Israeli Midrasha,misrad@nishmat.net,,972-2-6404333,https://nishmat.net/,FALSE
cmr8qcw5n0017jbmzd1g8022z,No'ar Hadash Israel Program,,,,,TRUE
cmra8f54i000c2wmzdfkn2egc,Noam - Drachim Gap Year,,,,,TRUE
cmrapc3eo0002bkmz7bgveurw,Ohr Avraham,,,,,TRUE
cmr9qju1f0026rumz8m60dglt,Ohr Somayach – Derech Institute for Torah Studies,,,,,TRUE
cmrbzj0lg000004l1suya44wh,Ohrsom,admin@ohrsomstudent.com.au,,,https://ohrsomstudent.com.au/contact/,FALSE
cmrwjxuqj0000tzmzubub45hj,Olami JHealth Gap Year,jhealth@olami.org,,,https://olami.org/jhealth-gap-year/,FALSE
cmra8gi58000t2wmzouh6us06,Ono Academic College International School,internationalschool@ono.ac.il,"+972-54-323-5786 (WhatsApp, Admissions)",+972-3-5311888,https://www.ono.ac.il/eng/international-school/,FALSE
cmr7sl7ln000bw9mzs5j52fku,Onward Israel,,,,,TRUE
cmr8bo6cm001dhdmzapy541kf,Otzem Overseas Program (Atzmona),office@otzem.org.il,,052-5910903 / 08-9987511 / 08-9960179,https://otzem.org.il/overseas-program/,FALSE
cmracf186000lb1mzqpiihy0o,OTZMA,,,,,TRUE
cmrx646kv000gfqmz7l1a7twl,OU Israel ATID Program for Young Women,zgarfinkel@ouisrael.org,,+972-052-607-0764,https://www.ouisrael.org/atid/,FALSE
cmrwiyiyo0000s2mz88m7xayp,Oz (World Bnei Akiva),office@worldbneiakiva.org,,+972-2-620-9012,https://www.worldbneiakiva.org/oz,FALSE
cmrwixr9t0000njmzm9hmol0w,Pardes Arts & Culture Fellowship,info@pardes.org.il,,+972-2-673-5210,https://pardes.org.il/pardes-arts-culture-fellowship/,FALSE
cmra8e31i00002wmzris7ium7,Pardes Institute of Jewish Studies - Year/Semester Program,info@pardes.org.il,,+972-2-673-5210,https://pardes.org.il/year-program/,FALSE
cmr8bgriv0022vkmzxhr9ywp1,Ponevezh Yeshiva,ponevez@aol.com,,03-6183111 (Israel) / 212-675-9260 (US),https://www.ponevez.co.il/,FALSE
cmr9qfq5j000mrumz6ndn8x8c,Project TEN (Kibbutz Harduf),,,,,TRUE
cmr8bgrp8002wvkmz50m5m72o,Ramah Israel Seminar,info@ramah.co.il,,+972.2.679.0243,https://ramah.org.il/seminar/,FALSE
cmr8bgrbj0017vkmzcl6e0add,Reichman University Study Abroad,,shelly.hanani@runi.ac.il (Study Abroad Admissions Coordinator),+972-9-9602700,https://www.runi.ac.il/en/schools/rris/study-abroad,FALSE
cmrti6630000004l6iw1ewwu0,Reut program for lone soldiers,,,,,TRUE
cmr8qb17g0004jbmzz9ulz38w,Rimon School of Music - Study Abroad Program,admissions@rimonschool.co.il,,+972 35408882,https://www.rimonschool.co.il/en/study-abroad-english/,FALSE
cmraphbpq0028bkmz9tkkamjk,Rinas Bais Yaakov,office@rinasby.org,,845-207-8001 / 972-2-502-2275 (Israel) / 917-657-6108 (US),https://rinasby.org,FALSE
cmr8bo67j000mhdmzprxr16zx,Rothberg International School,,,,,TRUE
cmra8i3y900067fmz9s72ps1v,RRC Israel Summer Term,Shalom@ReconstructingJudaism.org,,215.576.0800,https://rrc.edu/contact-us/,FALSE
cmrace9xk0008b1mzus4rxruv,S. Daniel Abraham Israel Program,sdaip@yu.edu,yuadmit@yu.edu,+972-2-531-3020,https://apply.yu.edu/israel,FALSE
cmrhjtp770004m5mzqffe789j,Sachlav,office@sachlav.co.il,,972-73-220-1499,https://www.sachlav.com/,FALSE
cmr9qevnc000crumzf9dp8a2o,Sam Spiegel Jerusalem International Film Lab,,,073-2007300,https://eng.jsfs.co.il/,FALSE
cmr8bo6a60010hdmzh6oxpku3,Sapir International,limorf@sapir.ac.il,,*6606,https://www.sapir.ac.il/en/node/1702,FALSE
cmr8bgr9s000yvkmzlua78lst,Sar-El (Volunteers for Israel),,,03-681-4769 / 03-682-9743,https://www.sar-el.org/registration/,FALSE
cmr9qfufi000orumzg3pptk4r,Save a Child's Heart Volunteer Program,ylcoordinator@saveachildsheart.com,,,https://saveachildsheart.org/get-involved/volunteer,FALSE
cmr8bo661000fhdmzdn7px9dt,Sha'alvim for Women (SFW),sfw.shaalvim@gmail.com,,02-678-4062 / 02-678-0342,https://sfw.shaalvim.org/,FALSE
cmr9qk96y002crumzgbiukcpa,Shapell's / Yeshiva Darché Noam,dni@darchenoam.org,,972-2-651-1178 / 516-371-7872 (US line),https://darchenoam.org/shapells/,FALSE
cmr8bo66p000ihdmz2l4ei1mb,Sharfman's / Bnot Torah Institute,info@bnottorah.com,,718-253-4579 / 02-581-4382,https://bnottorah.com/join/application/,FALSE
cmrapf4hv001bbkmze99kqcym,She'arim,hello@shearim.com,,+972.2.651.4240,https://www.shearim.com,FALSE
cmrk7cfo70002kimzbx3bolq7,She'arim (College of Jewish Studies for Women),hello@shearim.com,,+972.2.651.4240,https://shearim.com/,FALSE
cmra8gnuc000v2wmz54uezgrk,Shenkar College International Program,studentexchange@shenkar.ac.il,,03-6110000,https://en.shenkar.ac.il/pages/international-office,FALSE
cmr8bo6em001phdmzdoezz43r,Sherut Leumi (National Service),sherutleumi@nbn.org.il,,02-659-5800,https://www.nbn.org.il/sherut-leumi/sherut-leumi-national-service/,FALSE
cmrapi8jq002obkmzoswkgqzk,Shiloh Excavations,,,717-859-3443 (Toll Free: 800-430-0008),https://biblearchaeology.org/about/contact/,FALSE
cmra8ige3000a7fmzajdtdl0b,Shnat Betar,info@betar.org.il,shushi@betar.org.il,02-6792954,https://betar.org.il/en/shnat/,FALSE
cmracdx1x0002b1mzk3ivo9w2,Shnat Netzer,,,,,TRUE
cmra8irf1000e7fmzc3xak3cy,Shvilim Traveling Gap Year Program,info@mgalil.org,,,https://gap-year-israel.org/apply/,FALSE
cmrwiwnba0000inmz3cq79b5m,Storytellers Fellowships,,,,,TRUE
cmr8bgr7j000nvkmznxsrizid,TAMID Israel Fellowship,summerfellowship@tamidgroup.org,,,https://tamidgroup.org/fellowship/,FALSE
cmr8bo67r000nhdmzgm9wjym3,TAU International (Study Abroad Semester/Year),study@tauex.tau.ac.il,,+972-3-640-8118,https://international.tau.ac.il/international_center,FALSE
cmrenxdex0000l3mz4st9bqji,TAU Summer Internship Program,study@tauex.tau.ac.il,,+972-3-640-8118,https://international.tau.ac.il/international_center,FALSE
cmr9qf5sn000grumz56mx43ag,Tech2Peace,,,,,TRUE
cmra8g5cy000p2wmzu38px90o,Technion American Medical School (TeAMS),mdteams@technion.ac.il,,972-4-829-5475,https://teams.technion.ac.il/admissions/admissions-requirements/,FALSE
cmrepfkrg0002pdmzexw9f2dt,Technion Ignite: International High School Summer Program,apply@int.technion.ac.il,,,https://int.technion.ac.il/programs/ignite-international-high-school-summer-program/,FALSE
cmr8bo68z000uhdmzj7t3f7dz,Technion International - Semester/Year Abroad,apply@int.technion.ac.il,,,https://int.technion.ac.il/exchanges-programs/,FALSE
cmrenxepq0002l3mzi7sx2cc9,Technion Summer Research Program in Science and Engineering,apply@int.technion.ac.il,,,https://int.technion.ac.il/programs/summer-research-program-in-science-and-engineering/,FALSE
cmraphvg4002ibkmz2nrpu9cn,Tel Abel Beth Maacah Excavation,abmaacah@gmail.com,,,https://www.abel-beth-maacah.org,FALSE
cmrapih2x002sbkmzxeyvpjzr,Tel Akko Total Archaeology Project,,,,,TRUE
cmrbvjb9y000g2gmzb3limvns,Tel Aviv University - MFA in Documentary Cinema,study@tauex.tau.ac.il,,+972-3-640-8118,https://international.tau.ac.il/international_center,FALSE
cmrhjplbk0006cemzcdh13sdy,Tel Aviv University Sofaer Global MBA,,,,,TRUE
cmraphzp4002kbkmzi0enx4xc,Tel Gezer Excavation,ngsba@huc.edu,,+972 (0)2 6203257,https://ngsba.org/excavations/tel-gezer/,FALSE
cmraphrlx002gbkmz15avbteg,Tel Megiddo Excavation,,,,,TRUE
cmrwivta80004fxmzx0lx25pl,Tel Shaddud Archaeological Project,telshaddud@tauex.tau.ac.il,,,https://telshaddud.com/,FALSE
cmracfgca000xb1mzdkx5s3pg,Tel Shimron Excavations,,,,,TRUE
cmr8bgrmm002jvkmz0ap5fiq2,The Anne Samson Jerusalem Journey (TJJ),beckerd@ncsy.org,,310-229-9000 ext. 51204,https://summer.jsu.org/contact,FALSE
cmrv42dn70004gsmz0qpoq0wj,The Jerusalem Kollel,,,+972-2-582-1383,https://www.thejerusalemkollel.com/contact-us/,FALSE
cmrem81hq001urvmzahuoguq7,The Jerusalem Preparatory Program (HaYerushalmit),,,02-6718202,https://mechinot.org.il/mechina/list/general/yerushalmit,FALSE
cmrwixsju0002njmz1z2r20zh,The Lone Soldier Center in Memory of Michael Levin,,,02-502-2211 / 03-560-1931,https://lonesoldiercenter.com/about-en/,FALSE
cmracef1w000ab1mzsbefnuvy,Tichon Ramah Yerushalayim (TRY),info@ramah.co.il,tryinfo@ramah.co.il,+972.2.679.0243,https://ramah.org.il/try/,FALSE
cmrk7cgxl0004kimzlpu0cu0f,Tiferet Center,info@tiferetcenter.com,,02-999-7957,https://www.tiferetcenter.com/,FALSE
cmr8bo6dz001lhdmzbodherzq,Tikkun Olam Tel Aviv-Jaffa,office@beit-daniel.org.il,kalis@bina.org.il,972-3-544-2740,https://www.beit-daniel.org.il/en/masa-tikkun-olam/,FALSE
cmracewot000jb1mzl2e7x283,Tikvah Israel Fellowship,info@tikvah.org,Iselter@tikvah.org,(212) 796-1672,https://tikvah.org/overseas/,FALSE
cmrapfdei001fbkmzz1b89x77,Tomer Devorah Seminary,office@tomerdevorah.net,admissions@tomerdevorah.net,+972-2-571-6633,https://www.tomerdevorah.net/contact,FALSE
cmrkv6cc2000104kzjn1t70if,Top Israel Intern,admin@sachlav.com,,+1 (347) 289-3008 ext. 2626,https://www.topisraelinterns.com/contact,FALSE
cmr9qfkgt000krumzequ15gse,Torah Tech,office@torahtech.co,,,https://torahtech.co/,FALSE
cmr9qiyaz001srumzd42acihz,Torani (World Bnei Akiva),office@worldbneiakiva.org,"yosef@worldbneiakiva.org (Yosef Besso-Cowan, Head of Program - Torani)",+972-2-620-9012,https://www.worldbneiakiva.org/torani,FALSE
cmrwjpbwl0004cgmz9i2xiaxu,Trybal Gatherings: Volunteer in Israel,,,,,TRUE
cmr9qj6up001wrumze80az0by,Ulpan Etzion,PniyotTzibor@jafi.org,,+972-2-620-2222,https://www.jewishagency.org/contact-us/,FALSE
cmr9qje1g0020rumzzgpjot8q,Ulpan-Or Sabra Immersion Program,,,,,TRUE
cmrenxfr10004l3mz225oyth2,University of Haifa Intensive Hebrew Summer Ulpan,,,,,TRUE
cmrbviymp00082gmzvcp3k0f7,University of Haifa International MSc in Marine Biology,,,,,TRUE
cmr8bo69s000yhdmzbiwbj04h,University of Haifa International School - Semester/Year Abroad,,,,,TRUE
cmracej6e000cb1mzx5m3vapu,URJ Heller High,hellerhigh@urj.org,,,https://www.hellerhigh.org/,FALSE
cmra8j5hc000i7fmzszyvne14,Vertigo International Dance Program (VIDP),production@vertigo.org.il,,+972-2-6244176,https://vertigo.org.il/en/dance-education/about-the-vidp-vertigo-international-dance-program/,FALSE
cmr8bo6f8001thdmzi6q478h8,VOIS - Volunteer in Israel,,,,,TRUE
cmr9qeomk0008rumzd6377qs1,Weizmann Institute – Kupcinet-Getz International Summer School,,,,,TRUE
cmr8bo6cz001fhdmzl9bjyiyv,Yachad Gap Year,,,+972-54-537-9265,https://mechinot.org.il/en/contact-yachad,FALSE
cmracf882000rb1mztb45oekp,Yad B'Yad,YachadIsrael@ou.org,,+972-2-560-9100,https://www.yachad.org/israel/contact/,FALSE
cmr8bgr95000vvkmzenbdg0r9,Yahel Social Change Fellowship,info@yahelisrael.com,,+1 (802) 307-0908,https://www.yahelisrael.com/contact,FALSE
cmr8bgrou002uvkmzqvw43zqh,Yallah! Israel (NFTY in Israel - Adventure),,,,,TRUE
cmrapefx40010bkmzw6wpri2p,Yeshiva Gedolah Yagdil Torah,YagdilT@gmail.com,,(347) 223-5943,https://yagdiltorah.org/contact/,FALSE
cmrepgbi1001epdmz6hg4jjc1,Yeshiva Gevoha Itamar,gvohaitamar@gmail.com,,+972-2-997-8114,https://itamar.org.il/,FALSE
cmrv42iis0006gsmznv5lxhwx,Yeshiva Midrash Shmuel,office@midrashshmuel.org,"ytenembaum@midrashshmuel.org (Rabbi Yossi Tenembaum, applications contact)",+972-2-566-5302,https://www.midrashshmuel.org/contact-us/,FALSE
cmrem70pt0004rvmze0ncvvdl,Yeshiva Tiferet (TJ),,,02.643.7860,https://www.yeshivatiferet.com/contact.html,FALSE
cmrbvj7g7000d2gmzcujtujy1,Yeshiva University Summer Internship (MassChallenge-Israel),john.perez@yu.edu,,212.960.5400,https://www.yu.edu/jll/israel/summer-internship,FALSE
cmrk7cjiv0008kimzzc6ng0yw,Yeshivas Aderes Hatorah (Rav Senter's),,,+972.2.582.6336,https://www.adereshatorah.com/contact,FALSE
cmrapekc20012bkmz868az9t3,Yeshivas Bais Yisroel,,,02-656-1959,https://yeshivasbaisyisroel.org/contact/,FALSE
cmr9ql3y2002mrumzw5n5ol5b,Yeshivas Bircas HaTorah,inquiries@bircas.org,,+972-2-627-1647,https://www.bircas.org/incoming-students/old-city-information-page/,FALSE
cmrapeprp0015bkmzythzz4yd,Yeshivas Birchas Mordechai,,,,,TRUE
cmr8bgrjm0025vkmznanlknr8,Yeshivas Brisk,,,,,TRUE
